,mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_coal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_coal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_coal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,smile,S07,S07T,S18B,S22,MOZT1,geos_chem_species,id
407,110.0,C7H10O,"2-cyclopenten-1-one, 3,4-dimethyl-",NMOC_g,,,,0.01762,,,,,,,,,,0.01993,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CC(=O)C=C1C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C7H10O/c1-5-3-7(8)4-6(5)2/h3,6H,4H2,1-2H3"
408,110.0,C7H10O,"Furan, 2,3,5-trimethyl-",NMOC_g,,0.01356,,0.0075,0.0315,,,,,,,,,0.00563,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=C(O1)C)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C7H10O/c1-5-4-6(2)8-7(5)3/h4H,1-3H3"
409,110.0,C7H10O,3-methyl-3-cyclohexen-1-one,NMOC_g,,,,,,,,,,,,,,0.0078,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CCCC(=O)C1,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C7H10O/c1-6-3-2-4-7(8)5-6/h3H,2,4-5H2,1H3"
410,110.0,C7H10O,C7H10O isomers,NMOC_g,,,,,,,,,,,,,,0.00693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=C(C(=O)CC1)C,IPRD,IPRD,LVKS,LVKS,,,1514.52_2.917
411,110.0,C8H14,Cyclooctene,NMOC_g,,0.00728,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CCCC=CCC1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C8H14/c1-2-4-6-8-7-5-3-1/h1-2H,3-8H2/b2-1-"
412,110.0,C8H14,"Cyclopentene, 3-propyl-",NMOC_g,,0.00265,,0.00136,0.01358,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCC1CCC=C1,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C8H14/c1-2-5-8-6-3-4-7-8/h3,6,8H,2,4-5,7H2,1H3"
413,110.0,C8H14,"Cyclohexane, ethylidene-",NMOC_g,,,,0.00211,0.01229,,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC=C1CCCCC1,OLE2,OLE2,OLE4,OLE4,,,"InChI=1S/C8H14/c1-2-8-6-4-3-5-7-8/h2H,3-7H2,1H3"
414,110.0,C8H14,Octadiene,NMOC_g,,,,0.03066,,0.01565,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.012,,,,,,,,,,,,CCCCC=CC=C,OLE2,OLE2,OLED,OLE2,BIGENE,,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3,5,7H,1,4,6,8H2,2H3/b7-5+"
415,110.0,C8H14,"1,7-octadiene",NMOC_g,,0.00712,,0.00912,0.01536,,,,,,,,,0.00318,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C=CCCCCC=C,OLE2,OLE2,OLE1,OLE1,,,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-4H,1-2,5-8H2"
416,110.0,C8H14,1-ethyl-5-methylcyclopentene,NMOC_g,,0.00149,,0.00184,0.00938,,,,,,,,,0.00119,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1=CCCC1C,OLE2,OLE2,OLEC,OLE2,,,"InChI=1S/C8H14/c1-3-8-6-4-5-7(8)2/h6-7H,3-5H2,1-2H3"
417,110.0,C8H14,C8H14 isomers,NMOC_g,,0.02292,,0.04415,0.12613,,,,,,,,,0.01548,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=C1CCCC1,OLE2,OLE2,OLEC,OLE2,,,689.786_1.082
418,110.0,C2H4Cl2,"1,2-dichloroethane",NMOC_g,,0.0006,,0.0008,,,,0.0007,0.0012,,,0.0,,,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0006,0.0004,,,,,,,C(CCl)Cl,ALK1,ALK1,OTH1,ALK4,NROG,,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2
419,111.0,C5H5NO2,Dihydroxy pyridine + methyl maleimide,NMOC_g,,0.0026,,0.0169,0.0239,0.0013,,,0.0331,,,,,0.0099,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.01,,,,,,,,,,,,Oc1ncccc1O,ARO1,ARO1,ARO1,ARO1,,,111.03116_C5H5NO2
420,112.0,C5H4O3,5-hydroxy 2-furfural/2-furoic acid,NMOC_g,0.2088,0.0989,,0.1361,0.1811,0.0356,0.0201,0.0227,0.1939,,,,,0.1365,0.0706,1.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0818,,0.0202,0.0302,0.0172,,0.0092,,,,,,0.046,,C1=COC(=C1)C(=O)O,ARO2,ARO2,FURNS,FURNS,,,112.01516_C5H4O3
421,112.0,C6H8O2,2-hydroxy-3-methyl-2-cyclopenten-1-one,NMOC_g,0.3046,0.2105,,0.246,0.1625,0.0684,0.0909,0.0908,0.4635,,,,,0.3736,0.0922,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,0.1098,0.0417,0.0078,,0.0548,,,,,,0.1665,,CC1=C(C(=O)CC1)O,MEK,MEK,MEK,MEK,,,"InChI=1S/C6H8O2/c1-4-2-3-5(7)6(4)8/h8H,2-3H2,1H3"
422,112.0,C6H8O2,Cyclohexanedione,NMOC_g,,0.014,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CCC(=O)C(=O)C1,PRD2,PRD2,KET2,KET2,,,InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2
423,112.0,C7H12O,Ethylcyclopentanone,NMOC_g,,0.007,,0.0161,0.0376,0.0019,,,0.0289,,,,,0.0106,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0033,,,,,,,,,,0.0137,,CCC1CCCC1=O,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C7H12O/c1-2-6-4-3-5-7(6)8/h6H,2-5H2,1H3"
424,112.0,C8H16,"Cyclopentane, propyl-",NMOC_g,,0.001,,0.00163,0.009,,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCC1CCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3"
425,112.0,C8H16,"Cyclohexane, ethyl-",NMOC_g,,0.0008,,0.00104,0.0101,,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCC1CCCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3"
426,112.0,C8H16,"2-octene, (e)-",NMOC_g,,0.0047,,0.00488,0.0249,,,,,,,,,0.00074,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCCC=CC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3+"
427,112.0,C8H16,"2-octene, (z)-",NMOC_g,,0.0026,,0.00241,0.0159,,,,,,,,,0.0003,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCCC=CC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3,5H,4,6-8H2,1-2H3/b5-3-"
428,112.0,C8H16,1-octene,NMOC_g,0.023,0.0458,,0.02865,0.1264,0.0286,,,,,,,,0.01826,,1.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0249,0.0865,0.0334,,,,,,,,0.0067,,CCCCCCC=C,OLE1,OLE1,OLE1,OLE1,BIGENE,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3"
429,112.0,C8H16,"3-octene, (e)-",NMOC_g,,0.0023,,0.0015,0.0102,,,,,,,,,,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=CCC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h5,7H,3-4,6,8H2,1-2H3/b7-5+"
430,112.0,C8H16,"Cyclopentane, 1-ethyl-2-methyl-, cis-",NMOC_g,,,,,0.0025,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCC1CCCC1C,ALK5,ALK5,ALK5,ALK5,,,"InChI=1S/C8H16/c1-3-8-6-4-5-7(8)2/h7-8H,3-6H2,1-2H3/t7-,8+/m1/s1"
431,112.0,C8H16,"1-heptene, 2-methyl-",NMOC_g,,,,0.00137,0.0079,,,,,,,,,0.0003,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCCC(=C)C,OLE1,OLE1,OLE3,OLE3,BIGENE,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h2,4-7H2,1,3H3"
432,112.0,C8H16,"2-heptene, 6-methyl- (e)",NMOC_g,,,,,0.0081,,,,,,,,,0.00074,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CCCC(C)C,OLE1,OLE1,OLE1,OLE1,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h4-5,8H,6-7H2,1-3H3/b5-4+"
433,112.0,C8H16,"3-heptene, 2-methyl-, (e)-",NMOC_g,,0.0019,,,0.0039,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCC=CC(C)C,OLE1,OLE1,OLE1,OLE1,,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h6-8H,4-5H2,1-3H3/b7-6+"
434,112.0,C8H16,2-methyl-2-heptene,NMOC_g,,0.0022,,0.00137,0.0122,,,,,,,,,0.00059,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCC=C(C)C,OLE2,OLE2,OLE4,OLE4,BIGENE,,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h7H,4-6H2,1-3H3"
435,112.0,C8H16,"3-heptene, 2-methyl-(z)",NMOC_g,,,,,0.0051,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC(=CC)C,OLE1,OLE1,OLE1,OLE1,,,"InChI=1S/C8H16/c1-4-6-7-8(3)5-2/h5H,4,6-7H2,1-3H3/b8-5-"
436,112.0,C8H16,"1-pentene, 3-ethyl-3-methyl-",NMOC_g,,,,,0.0036,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCC(C)(CC)C=C,OLE1,OLE1,OLE1,OLE1,,,"InChI=1S/C8H16/c1-5-8(4,6-2)7-3/h5H,1,6-7H2,2-4H3"
437,112.0,C8H16,"1-hexene, 2,5-dimethyl-",NMOC_g,,0.0016,,0.00117,0.0138,,,,,,,,,0.00044,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(C)CCC(=C)C,OLE1,OLE1,OLE1,OLE1,,,"InChI=1S/C8H16/c1-7(2)5-6-8(3)4/h8H,1,5-6H2,2-4H3"
438,112.0,C8H16,"Cyclohexane, 1,4-dimethyl-",NMOC_g,,0.0016,,0.00189,0.0098,,,,,,,,,0.00074,,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CCC(CC1)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3"
439,112.0,C8H16,"Cyclohexane, 1,3-dimethyl-, trans-",NMOC_g,,,,,0.003,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC1CCCC(C1)C,ALK5,ALK5,ALK5,ALK5,,,"InChI=1S/C8H16/c1-7-4-3-5-8(2)6-7/h7-8H,3-6H2,1-2H3/t7-,8-/m1/s1"
440,112.0,C8H16,C8H16 isomers,NMOC_g,,,,,0.0101,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCC1CCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,634.803_1.034
441,113.0,C4H3NO3,Nitrofuran,NMOC_g,,,,0.0036,0.0011,0.0004,,,0.0014,,,,,0.0021,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0022,,,,,,,,,,,,C1=COC(=C1)[N+](=O)[O-],RNO3,RNO3,R1NO3,R1NO3,,,InChI=1S/C4H3NO3/c6-5(7)4-2-1-3-8-4/h1-3H
442,114.0,C8H18,N-octane,NMOC_g,0.013,0.0126,,0.0189,0.1407,0.012,,0.0076,0.0216,,,0.2753,,0.0149,0.147,1.0,2.0,0.0,9.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,8.0,1.0,,0.0005,,0.0115,0.0605,0.0099,,0.0039,0.0237,,,0.3871,,0.0275,,CCCCCCCC,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3"
443,114.0,C8H18,"Heptane, 2-methyl-",NMOC_g,,,,0.0147,0.0342,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCCC(C)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H18/c1-4-5-6-7-8(2)3/h8H,4-7H2,1-3H3"
444,114.0,C8H18,"Heptane, 3-methyl-",NMOC_g,,,,0.0074,0.0017,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC(C)CC,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3"
445,114.0,C8H18,"Hexane, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,,0.0001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CCCC(C)C(C)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H18/c1-5-6-8(4)7(2)3/h7-8H,5-6H2,1-4H3"
446,114.0,C8H18,"2,3,4-trimethylpentane",NMOC_g,,,,0.0067,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(C)C(C)C(C)C,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3"
447,114.0,C8H18,"Pentane,2,3,3-trimethyl",NMOC_g,,0.0003,,,0.0052,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCC(C)(C)C(C)C,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C8H18/c1-6-8(4,5)7(2)3/h7H,6H2,1-5H3"
448,114.0,C8H18,"Hexane, 2,5-dimethyl-",NMOC_g,,,,0.0003,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(C)CCC(C)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C8H18/c1-7(2)5-6-8(3)4/h7-8H,5-6H2,1-4H3"
449,114.0,C8H18,"Pentane, 2,2,4-trimethyl-",NMOC_g,0.004,0.0064,,0.0087,,0.003,,,0.0639,,,0.0008,,0.0773,,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,,,,0.011,,,,,0.0807,,,,,0.1473,,CC(C)CC(C)(C)C,ALK3,ALK3,ALK3,ALK3,BIGALK,,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3"
451,114.0,C6H10O2,2-vinylethyl acetate,NMOC_g,,0.01112,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(=O)OCCC=C,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C6H10O2/c1-3-4-5-8-6(2)7/h3H,1,4-5H2,2H3"
452,114.0,C6H10O2,caprolactone/C6 esters/ C6 diketone isomers,NMOC_g,,0.04189,,0.01685,0.03515,,,,,,,,,0.02615,,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0083,,,,,,,,,,,,,,C1CCC(=O)CC1,PRD2,PRD2,OTH3,ALK6,MEK,,664.794_1.738
454,114.0,C7H14O,Heptanal,NMOC_g,,0.0096,,0.00971,0.01313,,,,,,,,,,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCCCC=O,RCHO,RCHO,RCHO,RCHO,BIGALK,,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3"
455,114.0,C7H14O,2-heptanone,NMOC_g,,,,0.00269,0.00649,,,,,,,,,0.00546,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCCCC(=O)C,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3"
456,114.0,C7H14O,"3-pentanone, 2,4-dimethyl",NMOC_g,,0.0073,,,0.00604,,,,,,,,,0.00819,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(C)C(=O)C(C)C,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3"
457,114.0,C5H6O3,5-hydroxymethyl-2[3h]-furanone,NMOC_g,,,,0.2097,0.17125,0.07285,,,0.582,,,,,0.3682,,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.2044,,,,,,,,,,,,C1C=C(OC1=O)CO,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H6O3/c6-3-4-1-2-5(7)8-4/h1,6H,2-3H2"
458,116.0,C5H8O3,5-hydroxymethyl tetrahydro 2-furanone + 5-hydroxy tetrahydro 2-furfural,NMOC_g,0.1906,0.0894,,0.1388,0.0279,0.0495,0.1824,0.0493,0.2439,,,,,0.419,0.0161,1.0,2.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.0825,,0.07,0.019,0.0038,,0.0457,,,,,,0.1967,,O=C1CC(CO)C1,OLE2,OLE2,OLEP,OLEP,,,116.04716_C5H8O3
460,116.0,C6H12O2,N-butyl acetate,NMOC_g,,,,0.01,,,,,,,,,,0.00243,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,0.0001,,CCCCOC(=O)C,ALK4,ALK4,OTH3,ALK6,BIGALK,,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3"
462,116.0,C9H8,Indene,NMOC_g,,0.072,,0.07012,0.0347,0.02205,,,,,,,,0.01699,,0.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0127,,,,,,,,,,,,C1C=CC2=CC=CC=C21,OLE2,OLE2,NAPS,NAPS,XYLENES,,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2"
463,116.0,C9H8,"Benzene,1-ethynyl-2-methyl-",NMOC_g,,0.0056,,0.01931,,,,,,,,,,0.00046,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=CC=C1C#C,OLE1,OLE1,STYRS,STYRS,,,"InChI=1S/C9H8/c1-3-9-7-5-4-6-8(9)2/h1,4-7H,2H3"
465,117.0,C8H7N,Benzeneacetonitrile,NMOC_g,,,,0.012,0.0212,0.0031,,,0.0521,,,,,0.0041,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0034,,,,,,,,,,,,C1=CC=C(C=C1)CC#N,NROG,NROG,NROG,NROG,,,"InChI=1S/C8H7N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6H2"
466,117.0,C4H7NO3,Butene nitrates,NMOC_g,,,,0.0039,0.0065,0.001,,,0.0082,,,,,0.0044,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=C(C)CO+[O-],RNO3,RNO3,R1NO3,R1NO3,,,117.04216_C4H7NO3
468,118.0,C9H10,Indane,NMOC_g,,0.00614,,0.00844,0.023,0.00597,,,,,,,,0.00206,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0029,,,,,,,,,,,,C1CC2=CC=CC=C2C1,ARO2,ARO2,NAPS,NAPS,XYLENES,,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2"
469,118.0,C9H10,2-propenylbenzene,NMOC_g,,0.00524,,0.00649,0.01038,0.00412,,,,,,,,0.00116,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0013,,,,,,,,,,,,C=CCC1=CC=CC=C1,OLE1,OLE1,STYRS,STYRS,BIGENE,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-5,7-8H,1,6H2"
470,118.0,C9H10,"Benzene, 1-propenyl, trans",NMOC_g,,0.00771,,0.01016,0.01772,,,,,,,,,0.00215,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC1=CC=CC=C1,OLE2,OLE2,STYRS,STYRS,BIGENE,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3"
471,118.0,C9H10,1-propenylbenzene,NMOC_g,,,,0.00227,,0.00316,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0013,,,,,,,,,,,,CC=CC1=CC=CC=C1,OLE2,OLE2,STYRS,STYRS,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2+"
472,118.0,C9H10,Cis-1-propenylbenzene,NMOC_g,,0.00382,,0.00475,0.00734,,,,,,,,,0.00107,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC1=CC=CC=C1,OLE2,OLE2,STYRS,STYRS,,,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2-"
